Anno;idCustomer;Importo
2023;866;12.700.000
2023;867;13.998.000
2023;868;13.998.000
2023;869;13.998.000
2023;870;998.000
2023;871;1.998.000
2023;872;1.798.000
2023;873;458.000
2023;874;1.798.000
2023;875;1.798.000
2023;876;24.000.000
2023;877;1.590.000
2023;878;4.396.000
2023;879;31.800.000
2023;880;10.998.000
2023;881;10.798.000
2023;882;10.798.000
2023;883;10.798.000
2023;884;10.798.000
2023;885;200.782.000
2023;886;66.684.000
2023;887;200.782.000
2023;888;200.782.000
2023;889;200.782.000
2023;890;200.782.000
2023;891;200.782.000
2023;892;200.782.000
2023;893;200.782.000
2023;894;24.292.000
2023;895;66.684.000
2023;896;66.684.000
2023;897;66.684.000
2023;898;66.684.000
2023;899;66.684.000
2023;900;66.684.000
2023;901;66.684.000
2023;902;66.684.000
2023;903;66.684.000
2023;904;72.818.000
2023;905;72.818.000
2023;906;72.818.000
2023;907;21.300.000
2023;908;5.424.000
2023;909;7.828.000
2023;910;10.528.000
2023;911;5.424.000
2023;912;7.828.000
2023;913;10.528.000
2023;914;5.424.000
2023;915;7.828.000
2023;916;10.528.000
2023;917;52.810.000
2023;918;52.810.000
2023;919;52.810.000
2023;920;52.810.000
2023;921;998.000
2023;922;798.000
2023;923;998.000
2023;924;49.958.000
2023;925;49.958.000
2023;926;49.958.000
2023;927;49.958.000
2023;928;4.998.000
2023;929;5.998.000
2023;930;7.000.000
2023;931;4.298.000
2023;932;4.998.000
2023;933;6.520.000
2023;934;5.798.000
2023;935;8.098.000
2023;936;12.418.000
2023;937;16.198.000
2023;938;8.098.000
2023;939;12.418.000
2023;940;16.198.000
2023;941;16.198.000
2023;942;72.818.000
2023;943;49.958.000
2023;944;52.810.000
2023;945;18.298.000
2023;946;9.218.000
2023;947;18.314.000
2023;948;21.300.000
2023;949;35.098.000
2023;950;51.298.000
2023;951;80.998.000
2023;952;4.048.000
2023;953;242.970.000
2023;954;476.814.000
2023;955;476.814.000
2023;956;476.814.000
2023;957;476.814.000
2023;958;148.470.000
2023;959;148.470.000
2023;960;148.470.000
2023;961;148.470.000
2023;962;148.470.000
2023;963;148.470.000
2023;964;148.470.000
2023;965;148.470.000
2023;966;476.814.000
2023;967;476.814.000
2023;968;476.814.000
2023;969;476.814.000
2023;970;242.970.000
2023;971;242.970.000
2023;972;242.970.000
2023;973;340.198.000
2023;974;340.198.000
2023;975;340.198.000
2023;976;340.198.000
2023;977;107.998.000
2023;978;148.470.000
2023;979;148.470.000
2023;980;153.898.000
2023;981;153.898.000
2023;982;153.898.000
2023;983;153.898.000
2023;984;112.998.000
2023;985;112.998.000
2023;986;112.998.000
2023;987;112.998.000
2023;988;112.998.000
2023;989;107.998.000
2023;990;107.998.000
2023;991;107.998.000
2023;992;107.998.000
2023;993;107.998.000
2023;994;10.798.000
2023;995;20.248.000
2023;996;24.298.000
2023;997;107.998.000
2023;998;107.998.000
2023;999;107.998.000
